Case Number,Case Title,Evidence ID,Evidence Type,Artifact Title,Target Filename,Prompt
CIV-2024-038,IGI Cargo Smuggling & Interpol Overlap,VIS-038-009,SKETCH,IGI Cargo — Visual Artifact 09,0bd38fbb607e08abbbfe9dc42f403d4f88c9c67e6ec32c0ef235c18a374aff53.png,"Police forensic composite suspect sketch on textured paper, detailed hand-drawn pencil and charcoal portrait, front view portrait of male suspect for IGI Cargo Smuggling & Interpol Overlap (2024), police department evidence stamp on margin: IGI Cargo — Visual Artifact 09."
CIV-2024-038,IGI Cargo Smuggling & Interpol Overlap,VIS-038-010,PHYSICAL_EVIDENCE,IGI Cargo — Visual Artifact 10,6636e29d1ae1d8087d7903e374b9ebfb2d70f6129850236690867e83ef299369.png,"Macro forensic photograph of physical evidence item (IGI Cargo — Visual Artifact 10) for IGI Cargo Smuggling & Interpol Overlap (2024), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2024-038,IGI Cargo Smuggling & Interpol Overlap,VIS-038-011,PHOTOGRAPH,IGI Cargo — Visual Artifact 11,50637c2f1e287674d5cc034fd645e579ac50fa7f9202dc5662f24e3e2db9931a.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at IGI Airport International Cargo Terminal, Delhi: IGI Cargo — Visual Artifact 11 related to IGI Cargo Smuggling & Interpol Overlap (2024). Indian Police investigation unit evidence standards."
CIV-2024-038,IGI Cargo Smuggling & Interpol Overlap,VIS-038-012,CCTV_FOOTAGE,IGI Cargo — Visual Artifact 12,81309a6fcc916efcc80bbf5608779fa83d196ad4ce1f8d5815e55b83ab3d43ff.png,"Grainy 1080p surveillance CCTV security camera frame at night, IGI Airport International Cargo Terminal, Delhi, depicting IGI Cargo — Visual Artifact 12 (IGI Cargo Smuggling & Interpol Overlap (2024)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2024-038,IGI Cargo Smuggling & Interpol Overlap,VIS-038-013,PHOTOGRAPH,IGI Cargo — Visual Artifact 13,b175c53044caf316e0424c09d98e402e62e44fb044fe90fb3a55d8277de88092.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at IGI Airport International Cargo Terminal, Delhi: IGI Cargo — Visual Artifact 13 related to IGI Cargo Smuggling & Interpol Overlap (2024). Indian Police investigation unit evidence standards."
CIV-2024-038,IGI Cargo Smuggling & Interpol Overlap,VIS-038-014,PHYSICAL_EVIDENCE,IGI Cargo — Visual Artifact 14,c5b8e87a7b39fed139023b3a8ebfab06982f2da952f7ede27f73b18cf5e8a25a.png,"Macro forensic photograph of physical evidence item (IGI Cargo — Visual Artifact 14) for IGI Cargo Smuggling & Interpol Overlap (2024), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2024-051,Ghost Vendor PWD Procurement Fraud,EVD-051-011,CCTV_FOOTAGE,Ghost Vendor — Evidence Item 11,b03e2ed645b74983d6f644a5a5d27216091ef8e9a61b32b2700f2c9e967c4db1.png,"Grainy 1080p surveillance CCTV security camera frame at night, PWD Office & Infrastructure Site, Delhi NCR, depicting Ghost Vendor — Evidence Item 11 (Ghost Vendor PWD Procurement Fraud (2024)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2024-051,Ghost Vendor PWD Procurement Fraud,VIS-051-001,PHOTOGRAPH,Ghost Vendor — Visual Artifact 01,1385a8b3141fd3ff3531fc6426dd1f11bd1a3c8c1c26eb3c48eec40e206bc0e6.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at PWD Office & Infrastructure Site, Delhi NCR: Ghost Vendor — Visual Artifact 01 related to Ghost Vendor PWD Procurement Fraud (2024). Indian Police investigation unit evidence standards."
CIV-2024-051,Ghost Vendor PWD Procurement Fraud,VIS-051-002,CCTV_FOOTAGE,Ghost Vendor — Visual Artifact 02,8538e481ece1ec2f9159bfb74bed7c5414ede72d2d2fffa7955ca6e0e38cc25d.png,"Grainy 1080p surveillance CCTV security camera frame at night, PWD Office & Infrastructure Site, Delhi NCR, depicting Ghost Vendor — Visual Artifact 02 (Ghost Vendor PWD Procurement Fraud (2024)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2024-051,Ghost Vendor PWD Procurement Fraud,VIS-051-003,SKETCH,Ghost Vendor — Visual Artifact 03,11d5e95d136961c0cd9da2cd8a6ff7f666bc3c5e3c2d3be4697aa71579521865.png,"Police forensic composite suspect sketch on textured paper, detailed hand-drawn pencil and charcoal portrait, front view portrait of male suspect for Ghost Vendor PWD Procurement Fraud (2024), police department evidence stamp on margin: Ghost Vendor — Visual Artifact 03."
CIV-2024-051,Ghost Vendor PWD Procurement Fraud,VIS-051-004,PHYSICAL_EVIDENCE,Ghost Vendor — Visual Artifact 04,7796777218846caf8aa10e3ad2f74bf8a87a1d748057c29fa27ea88bb1b1c8ad.png,"Macro forensic photograph of physical evidence item (Ghost Vendor — Visual Artifact 04) for Ghost Vendor PWD Procurement Fraud (2024), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2024-051,Ghost Vendor PWD Procurement Fraud,VIS-051-005,PHOTOGRAPH,Ghost Vendor — Visual Artifact 05,b35f6dd7f293f19bc1c38ca2003b48fb8c2ff0a26ab5445944c4045e5ce2cfc7.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at PWD Office & Infrastructure Site, Delhi NCR: Ghost Vendor — Visual Artifact 05 related to Ghost Vendor PWD Procurement Fraud (2024). Indian Police investigation unit evidence standards."
CIV-2024-051,Ghost Vendor PWD Procurement Fraud,VIS-051-006,PHOTOGRAPH,Ghost Vendor — Visual Artifact 06,4296657c29b3195d17061be4a6d4e99fbc1f565499f2067cc93edd5e439f82d1.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at PWD Office & Infrastructure Site, Delhi NCR: Ghost Vendor — Visual Artifact 06 related to Ghost Vendor PWD Procurement Fraud (2024). Indian Police investigation unit evidence standards."
CIV-2024-051,Ghost Vendor PWD Procurement Fraud,VIS-051-007,CCTV_FOOTAGE,Ghost Vendor — Visual Artifact 07,f95414bb01ec63505a98f59c2c2c52d25658cd4ca106bd5b8902e0b3b72e52cc.png,"Grainy 1080p surveillance CCTV security camera frame at night, PWD Office & Infrastructure Site, Delhi NCR, depicting Ghost Vendor — Visual Artifact 07 (Ghost Vendor PWD Procurement Fraud (2024)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2024-051,Ghost Vendor PWD Procurement Fraud,VIS-051-008,PHOTOGRAPH,Ghost Vendor — Visual Artifact 08,2abc69230810b93746e42360769b97c6fd9bf7f263f3e0283981f1083f7e918b.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at PWD Office & Infrastructure Site, Delhi NCR: Ghost Vendor — Visual Artifact 08 related to Ghost Vendor PWD Procurement Fraud (2024). Indian Police investigation unit evidence standards."
CIV-2024-051,Ghost Vendor PWD Procurement Fraud,VIS-051-009,SKETCH,Ghost Vendor — Visual Artifact 09,a6e8e924032889b0767584222f97f416673b5f099e33953cc8c0531c2f1a49cc.png,"Police forensic composite suspect sketch on textured paper, detailed hand-drawn pencil and charcoal portrait, front view portrait of male suspect for Ghost Vendor PWD Procurement Fraud (2024), police department evidence stamp on margin: Ghost Vendor — Visual Artifact 09."
CIV-2024-051,Ghost Vendor PWD Procurement Fraud,VIS-051-010,PHYSICAL_EVIDENCE,Ghost Vendor — Visual Artifact 10,3c1431968380d05f78d83ab84a2fa20048cc5688451028f8ff5a6c18a5dcaae1.png,"Macro forensic photograph of physical evidence item (Ghost Vendor — Visual Artifact 10) for Ghost Vendor PWD Procurement Fraud (2024), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2024-051,Ghost Vendor PWD Procurement Fraud,VIS-051-011,PHOTOGRAPH,Ghost Vendor — Visual Artifact 11,0c0d9b07f41c839a90a0398eb24cd1dacb7a08054c678a1cd388541ee9885384.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at PWD Office & Infrastructure Site, Delhi NCR: Ghost Vendor — Visual Artifact 11 related to Ghost Vendor PWD Procurement Fraud (2024). Indian Police investigation unit evidence standards."
CIV-2024-051,Ghost Vendor PWD Procurement Fraud,VIS-051-012,CCTV_FOOTAGE,Ghost Vendor — Visual Artifact 12,464ebbf7806bd4ee9698fafc06bbb78525152f6ddbd233b4dc1d22d99d0892f2.png,"Grainy 1080p surveillance CCTV security camera frame at night, PWD Office & Infrastructure Site, Delhi NCR, depicting Ghost Vendor — Visual Artifact 12 (Ghost Vendor PWD Procurement Fraud (2024)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2024-051,Ghost Vendor PWD Procurement Fraud,VIS-051-013,PHOTOGRAPH,Ghost Vendor — Visual Artifact 13,02d3d92ccb38a627bcc43f14ace884ce4ead061e6c0a146e3087ebd6e52d8a96.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at PWD Office & Infrastructure Site, Delhi NCR: Ghost Vendor — Visual Artifact 13 related to Ghost Vendor PWD Procurement Fraud (2024). Indian Police investigation unit evidence standards."
CIV-2024-051,Ghost Vendor PWD Procurement Fraud,VIS-051-014,PHYSICAL_EVIDENCE,Ghost Vendor — Visual Artifact 14,601e8e365ac9894f9f9183dc2dae6399769181e6711fa7979549b13f033330ac.png,"Macro forensic photograph of physical evidence item (Ghost Vendor — Visual Artifact 14) for Ghost Vendor PWD Procurement Fraud (2024), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2025-022,Gold Bar Concealment — Okhla Warehouse,EVD-022-011,CCTV_FOOTAGE,Okhla Gold — Evidence Item 11,f6e18cc1eddc8e9ba91b5c465a4ecc85388118a2ba80c67efc3b0dcf3e5642aa.png,"Grainy 1080p surveillance CCTV security camera frame at night, Okhla Industrial Area Phase III Warehouse, Delhi, depicting Okhla Gold — Evidence Item 11 (Gold Bar Concealment — Okhla Warehouse (2025)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2025-022,Gold Bar Concealment — Okhla Warehouse,VIS-022-001,PHOTOGRAPH,Okhla Gold — Visual Artifact 01,221a1c96df49892f13716ad616aa5a40cc9ed38f805f287a1023f9c65c5e3c70.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Okhla Industrial Area Phase III Warehouse, Delhi: Okhla Gold — Visual Artifact 01 related to Gold Bar Concealment — Okhla Warehouse (2025). Indian Police investigation unit evidence standards."
CIV-2025-022,Gold Bar Concealment — Okhla Warehouse,VIS-022-002,CCTV_FOOTAGE,Okhla Gold — Visual Artifact 02,c05ca7e3d0727a7b92246aa79bc64c1c07ec8b73fc2959d63d603ad092a61a92.png,"Grainy 1080p surveillance CCTV security camera frame at night, Okhla Industrial Area Phase III Warehouse, Delhi, depicting Okhla Gold — Visual Artifact 02 (Gold Bar Concealment — Okhla Warehouse (2025)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2025-022,Gold Bar Concealment — Okhla Warehouse,VIS-022-003,SKETCH,Okhla Gold — Visual Artifact 03,5bc365ac85c52ca967388d4a59e705be2e7818fec2b497bf8f2844c09d80e975.png,"Police forensic composite suspect sketch on textured paper, detailed hand-drawn pencil and charcoal portrait, front view portrait of male suspect for Gold Bar Concealment — Okhla Warehouse (2025), police department evidence stamp on margin: Okhla Gold — Visual Artifact 03."
CIV-2025-022,Gold Bar Concealment — Okhla Warehouse,VIS-022-004,PHYSICAL_EVIDENCE,Okhla Gold — Visual Artifact 04,699e9598f4845d59f087ba2dd95163bae4d2ecefeaad9ce74e49facfefa79148.png,"Macro forensic photograph of physical evidence item (Okhla Gold — Visual Artifact 04) for Gold Bar Concealment — Okhla Warehouse (2025), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2025-022,Gold Bar Concealment — Okhla Warehouse,VIS-022-005,PHOTOGRAPH,Okhla Gold — Visual Artifact 05,e35f094319d6849fa30bb727e136a8e70bb95e187bd93e6b1b4af6cb5dc708a8.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Okhla Industrial Area Phase III Warehouse, Delhi: Okhla Gold — Visual Artifact 05 related to Gold Bar Concealment — Okhla Warehouse (2025). Indian Police investigation unit evidence standards."
CIV-2025-022,Gold Bar Concealment — Okhla Warehouse,VIS-022-006,PHOTOGRAPH,Okhla Gold — Visual Artifact 06,c32dd2adcc37866de6b7dceb9b661384d8f9c2400dc592767f27db78f9cef298.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Okhla Industrial Area Phase III Warehouse, Delhi: Okhla Gold — Visual Artifact 06 related to Gold Bar Concealment — Okhla Warehouse (2025). Indian Police investigation unit evidence standards."
CIV-2025-022,Gold Bar Concealment — Okhla Warehouse,VIS-022-007,CCTV_FOOTAGE,Okhla Gold — Visual Artifact 07,02a82ff9c301246ec00a8087d62c58a79d04a9eea5b6f04aa1beac53d3448bc3.png,"Grainy 1080p surveillance CCTV security camera frame at night, Okhla Industrial Area Phase III Warehouse, Delhi, depicting Okhla Gold — Visual Artifact 07 (Gold Bar Concealment — Okhla Warehouse (2025)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2025-022,Gold Bar Concealment — Okhla Warehouse,VIS-022-008,PHOTOGRAPH,Okhla Gold — Visual Artifact 08,1770da09401d2f7bd9f9cf27d60ff777445ba31fcf7e70b99663455e04374b60.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Okhla Industrial Area Phase III Warehouse, Delhi: Okhla Gold — Visual Artifact 08 related to Gold Bar Concealment — Okhla Warehouse (2025). Indian Police investigation unit evidence standards."
CIV-2025-022,Gold Bar Concealment — Okhla Warehouse,VIS-022-009,SKETCH,Okhla Gold — Visual Artifact 09,baecf989dbd41489b93a494aab2e4bb33243e068c52469110f376bec65fc27f2.png,"Police forensic composite suspect sketch on textured paper, detailed hand-drawn pencil and charcoal portrait, front view portrait of male suspect for Gold Bar Concealment — Okhla Warehouse (2025), police department evidence stamp on margin: Okhla Gold — Visual Artifact 09."
CIV-2025-022,Gold Bar Concealment — Okhla Warehouse,VIS-022-010,PHYSICAL_EVIDENCE,Okhla Gold — Visual Artifact 10,ac5e34bf2594c866b2563d5c9ecb6f47c0f639d9cba2ade5c367b1f41b398b2f.png,"Macro forensic photograph of physical evidence item (Okhla Gold — Visual Artifact 10) for Gold Bar Concealment — Okhla Warehouse (2025), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2025-022,Gold Bar Concealment — Okhla Warehouse,VIS-022-011,PHOTOGRAPH,Okhla Gold — Visual Artifact 11,dc9d3df4974947a9bf1d2f5f6ea4d8fb71e981f1b575742055f0f8bb35a42dc4.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Okhla Industrial Area Phase III Warehouse, Delhi: Okhla Gold — Visual Artifact 11 related to Gold Bar Concealment — Okhla Warehouse (2025). Indian Police investigation unit evidence standards."
CIV-2025-022,Gold Bar Concealment — Okhla Warehouse,VIS-022-012,CCTV_FOOTAGE,Okhla Gold — Visual Artifact 12,1effe1dc6127b28c15089cc803ea217ae7794ade195718cd6cc766bdda441af8.png,"Grainy 1080p surveillance CCTV security camera frame at night, Okhla Industrial Area Phase III Warehouse, Delhi, depicting Okhla Gold — Visual Artifact 12 (Gold Bar Concealment — Okhla Warehouse (2025)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2025-022,Gold Bar Concealment — Okhla Warehouse,VIS-022-013,PHOTOGRAPH,Okhla Gold — Visual Artifact 13,636b30a76c9fbdac9d459a7e8802b937452fa0ffa33ece4512867ea0fed9ab4f.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Okhla Industrial Area Phase III Warehouse, Delhi: Okhla Gold — Visual Artifact 13 related to Gold Bar Concealment — Okhla Warehouse (2025). Indian Police investigation unit evidence standards."
CIV-2025-022,Gold Bar Concealment — Okhla Warehouse,VIS-022-014,PHYSICAL_EVIDENCE,Okhla Gold — Visual Artifact 14,3d9006f89d35fc5aae3e34cee229425b7f5d5826b5d996ba8ad5f610b870359c.png,"Macro forensic photograph of physical evidence item (Okhla Gold — Visual Artifact 14) for Gold Bar Concealment — Okhla Warehouse (2025), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2026-009,Najafgarh Robbery & Suresh Valmiki Arrest,VIS-009-001,PHOTOGRAPH,CIVIX-009 — Visual Artifact 01,470949ca64556cc7cb791995145ebbde2fa3f25e62d18f5c0949495d509b6e90.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Najafgarh Main Market & Alleyway, Delhi: CIVIX-009 — Visual Artifact 01 related to Najafgarh Robbery & Suresh Valmiki Arrest (2026). Indian Police investigation unit evidence standards."
CIV-2026-009,Najafgarh Robbery & Suresh Valmiki Arrest,VIS-009-002,CCTV_FOOTAGE,CIVIX-009 — Visual Artifact 02,4a0daf32cc850710140f51d2cac67987225235f4cc274796b26eaf58b44b3d7e.png,"Grainy 1080p surveillance CCTV security camera frame at night, Najafgarh Main Market & Alleyway, Delhi, depicting CIVIX-009 — Visual Artifact 02 (Najafgarh Robbery & Suresh Valmiki Arrest (2026)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2026-009,Najafgarh Robbery & Suresh Valmiki Arrest,VIS-009-003,SKETCH,CIVIX-009 — Visual Artifact 03,7227533ec717ba056ecbd2af972b707d501f922c2ff82fac2987b7dd8e4a6f86.png,"Police forensic composite suspect sketch on textured paper, detailed hand-drawn pencil and charcoal portrait, front view portrait of male suspect for Najafgarh Robbery & Suresh Valmiki Arrest (2026), police department evidence stamp on margin: CIVIX-009 — Visual Artifact 03."
CIV-2026-009,Najafgarh Robbery & Suresh Valmiki Arrest,VIS-009-004,PHYSICAL_EVIDENCE,CIVIX-009 — Visual Artifact 04,db18ff23a7f1e1b668067856049e47212d5d4d0761862f5a8fb4f50b43534352.png,"Macro forensic photograph of physical evidence item (CIVIX-009 — Visual Artifact 04) for Najafgarh Robbery & Suresh Valmiki Arrest (2026), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2026-009,Najafgarh Robbery & Suresh Valmiki Arrest,VIS-009-005,PHOTOGRAPH,CIVIX-009 — Visual Artifact 05,a3978ba3564e3d2bc3c22eb15dc1786ef527374d94b790433f32921a2212f48d.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Najafgarh Main Market & Alleyway, Delhi: CIVIX-009 — Visual Artifact 05 related to Najafgarh Robbery & Suresh Valmiki Arrest (2026). Indian Police investigation unit evidence standards."
CIV-2026-009,Najafgarh Robbery & Suresh Valmiki Arrest,VIS-009-006,PHOTOGRAPH,CIVIX-009 — Visual Artifact 06,4d50d3475f03cf44b3dcdb50a8f35a323d75989fd3739f3665c91edbe44855b0.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Najafgarh Main Market & Alleyway, Delhi: CIVIX-009 — Visual Artifact 06 related to Najafgarh Robbery & Suresh Valmiki Arrest (2026). Indian Police investigation unit evidence standards."
CIV-2026-009,Najafgarh Robbery & Suresh Valmiki Arrest,VIS-009-007,CCTV_FOOTAGE,CIVIX-009 — Visual Artifact 07,f9bd4c1e0dbb54e76f2b3d9c3b22b9f7a84708da5d05279e7a9f48690800fb70.png,"Grainy 1080p surveillance CCTV security camera frame at night, Najafgarh Main Market & Alleyway, Delhi, depicting CIVIX-009 — Visual Artifact 07 (Najafgarh Robbery & Suresh Valmiki Arrest (2026)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2026-009,Najafgarh Robbery & Suresh Valmiki Arrest,VIS-009-008,PHOTOGRAPH,CIVIX-009 — Visual Artifact 08,5a7c30a0b69600cb6c600273d5a9a4985cb206b3690065ca073eed14caace047.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Najafgarh Main Market & Alleyway, Delhi: CIVIX-009 — Visual Artifact 08 related to Najafgarh Robbery & Suresh Valmiki Arrest (2026). Indian Police investigation unit evidence standards."
CIV-2026-009,Najafgarh Robbery & Suresh Valmiki Arrest,VIS-009-009,SKETCH,CIVIX-009 — Visual Artifact 09,8812059f5a9af86909fb8c8b7e77f569a80848599413842b97e829faf7c40674.png,"Police forensic composite suspect sketch on textured paper, detailed hand-drawn pencil and charcoal portrait, front view portrait of male suspect for Najafgarh Robbery & Suresh Valmiki Arrest (2026), police department evidence stamp on margin: CIVIX-009 — Visual Artifact 09."
CIV-2026-009,Najafgarh Robbery & Suresh Valmiki Arrest,VIS-009-010,PHYSICAL_EVIDENCE,CIVIX-009 — Visual Artifact 10,dc130b0649a7a6fa748d6f9266c6b849e8e0039b271d68954829addcb456bb00.png,"Macro forensic photograph of physical evidence item (CIVIX-009 — Visual Artifact 10) for Najafgarh Robbery & Suresh Valmiki Arrest (2026), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2026-009,Najafgarh Robbery & Suresh Valmiki Arrest,VIS-009-011,PHOTOGRAPH,CIVIX-009 — Visual Artifact 11,6d0512e85c061ea9dfcd98f0a36a2954bc9edfd592dbe3b868047acf19256f8e.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Najafgarh Main Market & Alleyway, Delhi: CIVIX-009 — Visual Artifact 11 related to Najafgarh Robbery & Suresh Valmiki Arrest (2026). Indian Police investigation unit evidence standards."
CIV-2026-009,Najafgarh Robbery & Suresh Valmiki Arrest,VIS-009-012,CCTV_FOOTAGE,CIVIX-009 — Visual Artifact 12,c6754096bd340017c4fe45440ac731c346596cda9dabeb2a3ff23a38aea6eb06.png,"Grainy 1080p surveillance CCTV security camera frame at night, Najafgarh Main Market & Alleyway, Delhi, depicting CIVIX-009 — Visual Artifact 12 (Najafgarh Robbery & Suresh Valmiki Arrest (2026)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2026-009,Najafgarh Robbery & Suresh Valmiki Arrest,VIS-009-013,PHOTOGRAPH,CIVIX-009 — Visual Artifact 13,9f6ca4fad06f9614fdbef5175cb32bce6c2a3de666aaaf2519befb2cf2229602.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Najafgarh Main Market & Alleyway, Delhi: CIVIX-009 — Visual Artifact 13 related to Najafgarh Robbery & Suresh Valmiki Arrest (2026). Indian Police investigation unit evidence standards."
CIV-2026-009,Najafgarh Robbery & Suresh Valmiki Arrest,VIS-009-014,PHYSICAL_EVIDENCE,CIVIX-009 — Visual Artifact 14,fac4da1f68b37e2c2bfcf00b90dead94053c322bbf849fc4925503ee3268ee69.png,"Macro forensic photograph of physical evidence item (CIVIX-009 — Visual Artifact 14) for Najafgarh Robbery & Suresh Valmiki Arrest (2026), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2026-019,Plate Cloning Ring — Spatial Paradox,EVD-019-011,CCTV_FOOTAGE,Plate Cloning — Evidence Item 11,ff25ce7b2df2c8826bbd41090e5bce64d5d9b73b472e31614f4e9f7b1687205d.png,"Grainy 1080p surveillance CCTV security camera frame at night, Dhaula Kuan & Noida Expressway ANPR Cameras, depicting Plate Cloning — Evidence Item 11 (Plate Cloning Ring — Spatial Paradox (2026)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2026-019,Plate Cloning Ring — Spatial Paradox,VIS-019-001,PHOTOGRAPH,Plate Cloning — Visual Artifact 01,bba9c2b189fce6c8216cf67268d12673be0171357c9583fa89d35fb82931db76.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Dhaula Kuan & Noida Expressway ANPR Cameras: Plate Cloning — Visual Artifact 01 related to Plate Cloning Ring — Spatial Paradox (2026). Indian Police investigation unit evidence standards."
CIV-2026-019,Plate Cloning Ring — Spatial Paradox,VIS-019-002,CCTV_FOOTAGE,Plate Cloning — Visual Artifact 02,35105b54a60cbe20b53ad5d9948e8d5b017cd8195c99a51fa2e9c91877c912f4.png,"Grainy 1080p surveillance CCTV security camera frame at night, Dhaula Kuan & Noida Expressway ANPR Cameras, depicting Plate Cloning — Visual Artifact 02 (Plate Cloning Ring — Spatial Paradox (2026)). Dark urban environment, overhead streetlights, digital timestamp and red REC [LIVE] indicator overlay in corner, forensic law enforcement evidence camera capture."
CIV-2026-019,Plate Cloning Ring — Spatial Paradox,VIS-019-003,SKETCH,Plate Cloning — Visual Artifact 03,0bf6102f41276e2e81d5678181b37a3eaf026f2d26637dcd47ae8fa99379c137.png,"Police forensic composite suspect sketch on textured paper, detailed hand-drawn pencil and charcoal portrait, front view portrait of male suspect for Plate Cloning Ring — Spatial Paradox (2026), police department evidence stamp on margin: Plate Cloning — Visual Artifact 03."
CIV-2026-019,Plate Cloning Ring — Spatial Paradox,VIS-019-004,PHYSICAL_EVIDENCE,Plate Cloning — Visual Artifact 04,471b8fa3f3542cdc468d3ddc602525ff6685028c718ff8a36a63c035bf18b42d.png,"Macro forensic photograph of physical evidence item (Plate Cloning — Visual Artifact 04) for Plate Cloning Ring — Spatial Paradox (2026), placed on dark laboratory surface in Indian police forensic lab, yellow metric centimeter scale ruler alongside, sharp focus, professional laboratory evidence lighting."
CIV-2026-019,Plate Cloning Ring — Spatial Paradox,VIS-019-005,PHOTOGRAPH,Plate Cloning — Visual Artifact 05,d1d038922badc4764b6b9abb56a59bd4c6a50bc93749a4ba78a0181d8316e515.png,"Authentic field crime scene photograph captured with 35mm DSLR lens, realistic lighting, detailed forensic evidence capture at Dhaula Kuan & Noida Expressway ANPR Cameras: Plate Cloning — Visual Artifact 05 related to Plate Cloning Ring — Spatial Paradox (2026). Indian Police investigation unit evidence standards."
